Unnamed: 0,movie,title,star,review,filtered_review
39,The Menu,Absence Of A Single Likable Character (Or Over-Arching Message) May Limit The Palette Here,3,"Mark Mylod's ""The Menu"" is clearly a satire of a great many things--class, snobbishness, obsession, and the eating experience-in-general immediately spring to mind. While it certainly gets some awkward laughs and throws enough bizarre sight/character gags to live up to that satire moniker, it does so without one coherent, over-arcing message or a single character to really root for.For a very basic overview, ""The Menu"" follows Tyler (Nicholas Hoult) and Margot (Anya Taylor-Joy) as they embark on a lavish/expensive dining experience coordinated by master chef Slowik (Ralph Fiennes). As the courses progress and some weirdness--which quickly becomes deadly-serious--pop ups, it becomes apparent that this ""fine dining"" is anything but.To me, the glaring problem with ""The Menu"" was that it lacked any character I could really root for amidst the bizarre nature of the circumstances they are placed in. It certainly isn't the Chef himself or any of the other pretentious passengers, and clearly the protagonist is supposed to be Taylor-Joy's Margot. But even that character is difficult to root for in the beginning and suffers from some thematic irregularity as more about her is revealed. As such, it was difficult for me to become invested in this film when I couldn't find a ""way in"".I also believe that ""The Menu"" is very much a ""throw a bunch of themes at the wall to see what sticks"" sort of movie. There are a number of undercurrents running through the picture, but they are largely dangled in front of the audience before quickly moving on to the next one. There is no overall take-home message or thoroughfare to be found here.I can give ""The Menu"" 3-stars for at least being a competent production from a visual/tonal standpoint--but no more. Even if one accepts the spattering of ideas that constitute its plot, it may be difficult to find something (or someone) to make you truly care one way or another.",mark mylod menu clearli satir great mani thing class snobbish obsess eat experi gener immedi spring mind certainli get awkward laugh throw enough bizarr sight charact gag live satir monik without one coher arc messag singl charact realli root basic overview menu follow tyler nichola hoult margot anya taylor joy embark lavish expens dine experi coordin master chef slowik ralph fienn cours progress weird quickli becom deadli seriou pop up becom appar fine dine anyth glare problem menu lack charact could realli root amidst bizarr natur circumst place certainli chef pretenti passeng clearli protagonist suppos taylor joy margot even charact difficult root begin suffer themat irregular reveal difficult becom invest film find way also believ menu much throw bunch theme wall see stick sort movi number undercurr run pictur larg dangl front audienc quickli move next one overal take home messag thoroughfar found give menu star least compet product visual tonal standpoint even one accept spatter idea constitut plot may difficult find someth someon make truli care one way anoth
40,The Menu,A sumptuous feast for the eyes,9,"Mark Mylod's ""The Menu"" is a tasteful treat that manages to be gripping, satirical, jarring, and hauntingly brilliant. The film is a great social commentary on class values and class systems. It gives audiences an adrenaline rush that makes for an exciting and wild viewing experience. The film is filled with twists and turns and keeps the viewer guessing till the credits roll. Apart from its rich screenplay and magnificent production design, the film also benefits from having a star-studded cast. Ralph Fiennes as the stern and conservative Chef Slovik is the obvious standout, but Anya Taylor-Joy as Margot aka Erin brings something different to the table (literally). Nicholas Hoult as Tyler perfectly brings this rather douchey and self-obsessed character to life. I went in completely blind, not having watched the trailer and avoided any marketing for the movie, and I'm glad that I did. Everyone should experience this movie by themselves and to not let anyone influence their opinion. I wouldn't be surprised if the movie nabs Oscar nominations for best production design and best screenplay. Mark Mylod fully utilized his creative outlet and managed to craft something peculiar, unfamiliar, and delightful.Final verdict: 9.5/10.",mark mylod menu tast treat manag grip satir jar hauntingli brilliant film great social commentari class valu class system give audienc adrenalin rush make excit wild view experi film fill twist turn keep viewer guess till credit roll apart rich screenplay magnific product design film also benefit star stud cast ralph fienn stern conserv chef slovik obviou standout anya taylor joy margot aka erin bring someth differ tabl liter nichola hoult tyler perfectli bring rather douchey self obsess charact life went complet blind watch trailer avoid market movi glad everyon experi movi let anyon influenc opinion surpris movi nab oscar nomin best product design best screenplay mark mylod fulli util creativ outlet manag craft someth peculiar unfamiliar delight final verdict
41,The Menu,I'd Like To Take It Back,4,"So, having only seen a brief preview of this & reading briefly what this was about I wasn't entirely sure what to expect. It was a horror/comedy type film so that is the reason why I went in to see this.The film sees a young couple who travel to a Remote Island to eat at an exclusive restaurant where the Chef has prepared a lavish & interesting menu. Though as soon as they arrive there, things are not all they seem & the food the Chef brings out makes the couple & everyone else question what is really going on as a sinister feeling starts to boil...!I found the film to be not the greatest. I mean, the first half is great & suspenseful & really keeps you guessing as to what is going to happen next. It really entices you in as there doesn't appear to be anything to make you think something obviously bad is going to happen. So, for the first half it's great, but...The second half is a let down. The film goes completely off the rails, the story itself & its narrative are as clear as mud & there's so many unanswered questions, plot holes & things that happen that go against the main antagonists rules. The ending was just bad also & just plain lazy & too straight forward for a film like this one.The action we did get, the gore & shocking violence were great, but couldn't save this dish, sadly. There's some humour to be had in this film which was good, but again, couldn't salvage this feast even if it wanted to.The film does somewhat drag & the runtime is 100 minutes too long (1 hour & 40 minutes). I also felt the narrative & story arc of the film wasn't clear enough & the ending was totally unsatisfactory. The cast, however, were great. The characters were ok, but the main female lead was pretty unlikable. Chef Slowik was good though.Overall, it's a pretty out there film. Not the greatest & has a clear as mud plot with other elements not aiding in the understanding. The characters are ok, but weak with the except of Chef Slowik, the main antagonist Margo wasn't likable & pretty obnoxious. The films story arc & ending made no sense & had 0 explanation by the final act with a dragged out pacing & runtime. While there was some funny parts & some action/gore, it couldn't save this dish that I would like to take back.4/10.",seen brief preview read briefli entir sure expect horror comedi type film reason went see film see young coupl travel remot island eat exclus restaur chef prepar lavish interest menu though soon arriv thing seem food chef bring make coupl everyon els question realli go sinist feel start boil found film greatest mean first half great suspens realli keep guess go happen next realli entic appear anyth make think someth obvious bad go happen first half great second half let film goe complet rail stori narr clear mud mani unansw question plot hole thing happen go main antagonist rule end bad also plain lazi straight forward film like one action get gore shock violenc great save dish sadli humour film good salvag feast even want film somewhat drag runtim minut long hour minut also felt narr stori arc film clear enough end total unsatisfactori cast howev great charact ok main femal lead pretti unlik chef slowik good though overal pretti film greatest clear mud plot element aid understand charact ok weak except chef slowik main antagonist margo likabl pretti obnoxi film stori arc end made sens explan final act drag pace runtim funni part action gore save dish would like take back
42,The Menu,Just awful,2,"The 2 points are for the acting from some of the side characters and a couple of ""margos"" scenes.But the chef & about a boy man, were just awful. The ""storyline"" was just awful. No real understanding of why all these people suddenly decided to do a mass murder/suicide.Killing innocent (though annoying) people, after obviously being just good chefs. And then everyone just getting their credit cards out and then sitting there with marshmallows on their bodies, waiting to die.Get the h up and move. Just ridiculous. The attempts to escape were pathetic. Yeah they were out numbered but get up and fight, dont just accept it, you are going to die anyway, so try something, take someone out etc.And then the cheeseburger. Please.",point act side charact coupl margo scene chef boy man aw storylin aw real understand peopl suddenli decid mass murder suicid kill innoc though annoy peopl obvious good chef everyon get credit card sit marshmallow bodi wait die get h move ridicul attempt escap pathet yeah number get fight dont accept go die anyway tri someth take someon etc cheeseburg pleas
43,The Menu,Pointless and empty,1,"Dark humor and satire are mostly very satisfying. But in The Menu it didn't go as well as it started. The beginning is actually very good. I was completely enchanted. The cinematography and acting is stunning. But somewhere in the middle something went very wrong. So wrong that you don't understand what's going on. And that's exactly where The Menu fails. Too many awkward and crazy things happen and no one seemed to care, and that's also when I realized that The Menu is actually a very pointless and empty dark satire with no real punchline. Only snobbish film critics will love this ""masterpiece"". Real people who prefer a cheeseburger to snobbish food will hate it. Giving it one star to offset the high rating the film doesn't deserve.",dark humor satir mostli satisfi menu go well start begin actual good complet enchant cinematographi act stun somewher middl someth went wrong wrong understand go exactli menu fail mani awkward crazi thing happen one seem care also realiz menu actual pointless empti dark satir real punchlin snobbish film critic love masterpiec real peopl prefer cheeseburg snobbish food hate give one star offset high rate film deserv
44,The Menu,Artsy and empty,3,"Zero point to the entire length of this artsy mess. A bunch of stars stuffed into a room on an island. No twist. No plot line. A bunch of lame recipes served as acts in a play.Summary: idiots stuck in room don't fight back eventually burn up as s'mores. Yep, s'mores. After we get to watch the lady actor with huge eyes pretend to devour a cheeseburger.I feel like this film was pitched to a room of people dosed with some heavy meds and then asked if they dig it or not. The room replied: I dig it.This is a stunt you'd typically see on Netflix. This somehow was approved without that checkbox.I have really nothing great to say about this. I guess I could comment it was shot well in some studio full of actors that need attention. If you're into that then waste your life like I did.",zero point entir length artsi mess bunch star stuf room island twist plot line bunch lame recip serv act play summari idiot stuck room fight back eventu burn more yep more get watch ladi actor huge eye pretend devour cheeseburg feel like film pitch room peopl dose heavi med ask dig room repli dig stunt typic see netflix somehow approv without checkbox realli noth great say guess could comment shot well studio full actor need attent wast life like
45,The Menu,"Original, intense, thought provoking, excellent.",9,"A group of people are invited to spend an evening with the renowned chef Chef Slowik at his Island restaurant, an uneasy, uncomfortable evening begins.Wow, one or the most original, creative and thought provoking films for quite a while, the most original movie of 2022. I wasn't sure quite what to expect, and even as the film progressed, I had no idea what it was going to develop into, and where it was heading, such was the originality.Terrific visuals, it was beautifully shot, very well filmed, I loved the symmetry and imagery, it looked great.Ralph Fiennes never disappoints, and he gave a masterclass here as Slowik, some wonderfully intense scenes, he commanded attention. Considering the number of Brits playing Americans, I had no issues with the accents, they all did a fine job, I really enjoyed watching Nicholas Hoult also.Proof that there is still originality in cinema, 9/10.",group peopl invit spend even renown chef chef slowik island restaur uneasi uncomfort even begin wow one origin creativ thought provok film quit origin movi sure quit expect even film progress idea go develop head origin terrif visual beauti shot well film love symmetri imageri look great ralph fienn never disappoint gave masterclass slowik wonder intens scene command attent consid number brit play american issu accent fine job realli enjoy watch nichola hoult also proof still origin cinema
46,The Menu,I just don't get it - I guess?,3,"Maybe I'm just not snobby enough, or maybe I expect to be entertained when I pay the kind of money that movies cost today!! On both accounts, I feel totally ripped off!!!I suppose the message was making fun of rich/eccentric idiots? I don't know, someone is going to have to explain WTF I just saw. It was horrible! When I saw the trailer, I couldn't figure out how they'd make a 2 hour movie from simply eating dinner - my initial instincts were correct - YOU CAN'T!! With the exception of a few laughable scenes, overall it was painfully slow, boring and void of any interesting plot or characters. I would have walked out, if I hadn't agreed to go with a friend.RECOMMENDATION: Skip it! I'd rather watch paint dry....",mayb snobbi enough mayb expect entertain pay kind money movi cost today account feel total rip suppos messag make fun rich eccentr idiot know someon go explain wtf saw horribl saw trailer figur make hour movi simpli eat dinner initi instinct correct except laughabl scene overal pain slow bore void interest plot charact would walk agre go friend recommend skip rather watch paint dri
47,The Menu,After watching this I crave a cheeseburger!,9,"The Menu is probably the most unpredictable movie I've seen in a while. This thriller is filled tension and super dark comedy moments and it's wonderfully carried by the amazing, Anya-Taylor Joy, the charismatic, Nicholas Hoult, the menacing, Ralph Fiennes, and the rest of the cast as well (one of the best ensembles in a film of the year). Overall, this is a brilliant satire on the food industry and class warfare. This film is (pun intended) chef's kiss!Also little tangent, Nicholas Hoult was up against Robert Pattinson for The Batman and after watching The Menu I really wish Nicholas gotten the part because he gave a lot of Bruce Wayne energy here.",menu probabl unpredict movi seen thriller fill tension super dark comedi moment wonder carri amaz anya taylor joy charismat nichola hoult menac ralph fienn rest cast well one best ensembl film year overal brilliant satir food industri class warfar film pun intend chef kiss also littl tangent nichola hoult robert pattinson batman watch menu realli wish nichola gotten part gave lot bruce wayn energi
48,The Menu,6' Deep Plot Holes,1,"Felt like the script was banged out over a weekend with plot holes big enough to drive a freight train through. Zero character development; the players were flatter than a tortilla with a printed picture. The further along we went, the more kludged the story line; I ran out of disbelief to suspend. People simply don't do the things the characters pretended to do. The drowning angel segment was like a wart on the production. This was a circus of emotional manipulation. I guess the moral of the story was - the ho' is proletariat, the ho' gets to live.The fake Coast Guard guy was predictable from a mile away, just another of a series of disjointed and manipulative plot subdivisions. Knowing they were all slated to die, not one of them concluded that going berserk on the staff might have been a saving strategy, reinforcing the people-are-sheep canard. The chef's mother may as well have been a cardboard cutout. Far more could have been done with the cult aspect of the boot camp servility of the staff. As it was, this critique of chef worship was toothless. The revenge theme barely saw daylight through a mishmash of gratuitous segments. What was the deal on pretending to let the men escape? Just stupid.",felt like script bang weekend plot hole big enough drive freight train zero charact develop player flatter tortilla print pictur along went kludg stori line ran disbelief suspend peopl simpli thing charact pretend drown angel segment like wart product circu emot manipul guess moral stori ho proletariat ho get live fake coast guard guy predict mile away anoth seri disjoint manipul plot subdivis know slate die one conclud go berserk staff might save strategi reinforc peopl sheep canard chef mother may well cardboard cutout far could done cult aspect boot camp servil staff critiqu chef worship toothless reveng theme bare saw daylight mishmash gratuit segment deal pretend let men escap stupid
49,Babylon,Excess is the name of the game,8,"Whether it be orgies, showcasing various bodily fluids, plot threads, or the runtime of the film, Damien Chazelle is fully unrestrained in his latest film. La La Land and Whiplash are some of my favorite films and I'm a big fan of Chazelle's directorial style. He shows flashes of that brilliance often throughout Babylon, but does indulge in his most extreme tendencies as well in this modern Hollywood epic.There is a lot I liked here. The opening sequence is a sight to behold and had me mesmerized with its vibrant energy. The film chugs along at a good pace for the next two hours to the point I really didn't feel the runtime for most of it. It's the last hour or so where Chazelle loses the story a bit. There were several instances where I thought the film was over, but another scene would pop up next. The runtime really feels unnecessary and there's honestly whole plot lines that could be cut out that wouldn't affect the film.Justin Hurwitz has composed another terrific score (with some nice hints of La La Land) and the photography, costumes, and production design are all stellar. Outside of some shoddy editing, especially a bizarre movie montage at the end that really did not gel, the technical aspects of the film are quite an achievement.Chazelle really needed someone to tell him no with this film. Some better editing combined with some self-restraint and this would be much closer to the epic masterpiece status he's clearly aiming for. As it stands, it's a pretty entertaining tale of excess and fame in early years of Hollywood.",whether orgi showcas variou bodili fluid plot thread runtim film damien chazel fulli unrestrain latest film la la land whiplash favorit film big fan chazel directori style show flash brillianc often throughout babylon indulg extrem tendenc well modern hollywood epic lot like open sequenc sight behold mesmer vibrant energi film chug along good pace next two hour point realli feel runtim last hour chazel lose stori bit sever instanc thought film anoth scene would pop next runtim realli feel unnecessari honestli whole plot line could cut affect film justin hurwitz compos anoth terrif score nice hint la la land photographi costum product design stellar outsid shoddi edit especi bizarr movi montag end realli gel technic aspect film quit achiev chazel realli need someon tell film better edit combin self restraint would much closer epic masterpiec statu clearli aim stand pretti entertain tale excess fame earli year hollywood
50,Babylon,Babylon is Destined for Polarizing Feedback but It's a Bumping and Crazy Party for Better or Worse,8,"After an ""interesting"" opening scene about our main character Manny (Diego Calva) trying to get an elephant up to a party in Bel-Air, Babylon floors the gas pedal and barely comes up for air for the rest of the run time. I wanted to credit Damien Chazelle and his team for providing a unique experience in regards to pacing, setting and tone. The expression ""fever dream"" is overused but Babylon is captured in such a chaotic and constantly shifting way that kept me enraptured. The movie looks fantastic and even if you don't have an interest in this period of cinema, I don't doubt that Babylon will still pull you in. The costuming and sets are dynamic and show how disorganized and tumultuous early Hollywood was. I was hooked from the get-go and for all the movie's flaws, its presentation is vibrant and fast-moving to keep help you entertained.While Babylon is distinctive with its look and pacing, when it comes to the characters, things are a little more familiar. Conrad and LaRoy are loosely based on a couple of people from that era but the lessons the movie wants to teach us about Hollywood chewing up and spitting out talent are pretty routine. I think Babylon is effective at getting those across but I was a little let down that the movie starts so bombastically and then quietly tip toes into conventionality by the end. Some characters are meant to be less distinctive (Manny is the audience avatar for example) but while I wish they were a little more fresh, I did want to follow them throughout the length of the movie.Damien Chazelle has enough of a name now that he could probably get any actor/actress he wanted in his cast. He still attracted some big and interesting names for Babylon. I think every member of the main cast did a fantastic job and it's a credit to them and Chazelle for getting the most out of his performers. Brad Pitt's the biggest name and I really enjoyed the work he put in as Jack Conrad. He's appropriately funny in Conrad's lush and over-the-top behaviour but he garners some genuine sympathy for him when the world turns against him. Pitt could have played it so big that he came off as an entitled prick but there's some warmth and passion to Conrad and Pitt gets that across. I've always liked Margot Robbie and she's on point here as Nellie. She throws herself into it completely, there's a surprising amount of physicality and nuance in Nellie's whirlwind behaviour. Much like Pitt, she's really funny when she is given the opportunity to be. Despite the pretty telegraphed arc for her character, you understand why Manny can't resist Nellie even when it's crystal clear she's bad news wrapped in pretty packaging. I would hope that Pitt and Robbie both get awards consideration for their work here. Diego represents the audience, he's witnessing all the craziness and has to go along with it. He's a pretty blank slate but there's enough from Diego that his character is distinct and you understand his motivations. I want to credit Li Jun Li and Jovan Adepo as Lady Fay Zhu and Sidney Palmer respectively. Their characters are written with a heavy hand but both are sympathetic and have their respective moments. The oddest casting is Tobey Maguire as threatening mobster James McKay but Maguire's surprisingly good at being a creepy underworld figure.Getting to the negatives, Babylon is a movie that indulges in the exact same vices that it's lambasting. As a film, Babylon's determined to show all excess and hedonism of the era in all its ""glory."" I appreciated some of this but there are moments where the movie gets pretty gross (there's an early scene involving a elephant that is going to shock people) and while I get what Chazelle and his team are trying to show, was it really necessary? I'd argue not. Babylon's lengthy run time is also going to drive some people away but it also has an affect on how the story twists and turns. Characters that started out with more depth gradually turn more generic (Nellie specifically comes to mind) and you could have easily trimmed some of the fat off this movie. The total length of Babylon feels a little self-indulgent and while the previously mentioned frenetic pace keeps you guessing, it saps some of the ending's impact. I got what the movie was trying to say with its wrap-up but I can't deny I was bouncing in my seat in anticipation of getting to leave.Just like the lavish and insane partying that Babylon presents, you have to choose to take the hit of whatever your poison of choice is and dive in headfirst or not to indulge and slip out the back. Babylon is going to be an incredibly polarizing film and while I enjoyed large parts of this movie, there were also many scenes that fell flat for me. I'd grade Babylon somewhere between a 7 and an 8 but I'm rounding up because there are moments where Babylon has some real cinematic magic. I'm not comfortable wholesale recommending Babylon, if you're interested in a Wolf of Wall Street style comedy about the excess of Hollywood in the 1920s that gets pretty dark, check it out.",interest open scene main charact manni diego calva tri get eleph parti bel air babylon floor ga pedal bare come air rest run time want credit damien chazel team provid uniqu experi regard pace set tone express fever dream overus babylon captur chaotic constantli shift way kept enraptur movi look fantast even interest period cinema doubt babylon still pull costum set dynam show disorgan tumultu earli hollywood hook get go movi flaw present vibrant fast move keep help entertain babylon distinct look pace come charact thing littl familiar conrad laroy loos base coupl peopl era lesson movi want teach us hollywood chew spit talent pretti routin think babylon effect get across littl let movi start bombast quietli tip toe convention end charact meant less distinct manni audienc avatar exampl wish littl fresh want follow throughout length movi damien chazel enough name could probabl get actor actress want cast still attract big interest name babylon think everi member main cast fantast job credit chazel get perform brad pitt biggest name realli enjoy work put jack conrad appropri funni conrad lush top behaviour garner genuin sympathi world turn pitt could play big came entitl prick warmth passion conrad pitt get across alway like margot robbi point nelli throw complet surpris amount physic nuanc nelli whirlwind behaviour much like pitt realli funni given opportun despit pretti telegraph arc charact understand manni resist nelli even crystal clear bad news wrap pretti packag would hope pitt robbi get award consider work diego repres audienc wit crazi go along pretti blank slate enough diego charact distinct understand motiv want credit li jun li jovan adepo ladi fay zhu sidney palmer respect charact written heavi hand sympathet respect moment oddest cast tobey maguir threaten mobster jame mckay maguir surprisingli good creepi underworld figur get neg babylon movi indulg exact vice lambast film babylon determin show excess hedon era glori appreci moment movi get pretti gross earli scene involv eleph go shock peopl get chazel team tri show realli necessari argu babylon lengthi run time also go drive peopl away also affect stori twist turn charact start depth gradual turn gener nelli specif come mind could easili trim fat movi total length babylon feel littl self indulg previous mention frenet pace keep guess sap end impact got movi tri say wrap deni bounc seat anticip get leav like lavish insan parti babylon present choos take hit whatev poison choic dive headfirst indulg slip back babylon go incred polar film enjoy larg part movi also mani scene fell flat grade babylon somewher round moment babylon real cinemat magic comfort wholesal recommend babylon interest wolf wall street style comedi excess hollywood get pretti dark check
51,Babylon,"Over-indulgent, bloated and, ultimately, pointless!",4,"My main takeaway when I left the theater this evening after watching this film, was that it was far too long and had probably one storyline too many to make this movie fly, but instead after the first act, it drags, and drags, and drags.The funny thing is, the best moments of this film are within the first hour. The less cohesive and more chaotic the film was, the more exciting it felt. After that point though, the film falls apart, the plotlines stray and the film has maybe 50% of the crazy energy that the first third had. It attempts to try and regain that energy in the finale, but doesn't quite capture what came before it. It turns from debauchery to horror, and it didn't gel well for me. Felt like the tone contradicted itself from where it began.The acting on the other hand is fantastic. Robbie and Pitt are electric, and the way Diego Calva can emote without saying anything is brilliant. I just wished the script and direction from La La Land writer/director Damien Chazelle was as good as the acting. Sometimes, the film felt like I was watching four films at the same time. Each of these plotlines could have had their own movies and seeing them all jumbled together here felt self indulgent and exhausting by the end of it. Only one of the storylines have any sort of ending that makes it feel justified in it's telling. Afterward, when the credits start to roll, you're just sat there with no feeling for what you just witnessed for a little over three hours.Overall, I only recommend for people who don't mind the three hour runtime, but keep in mind that the films plot goes absolutely nowhere, and although it might be a fun trip at times, it is a rather pointless one.2 talking pictures out of 5.",main takeaway left theater even watch film far long probabl one storylin mani make movi fli instead first act drag drag drag funni thing best moment film within first hour less cohes chaotic film excit felt point though film fall apart plotlin stray film mayb crazi energi first third attempt tri regain energi final quit captur came turn debaucheri horror gel well felt like tone contradict began act hand fantast robbi pitt electr way diego calva emot without say anyth brilliant wish script direct la la land writer director damien chazel good act sometim film felt like watch four film time plotlin could movi see jumbl togeth felt self indulg exhaust end one storylin sort end make feel justifi tell afterward credit start roll sat feel wit littl three hour overal recommend peopl mind three hour runtim keep mind film plot goe absolut nowher although might fun trip time rather pointless one talk pictur
52,Babylon,I'm with the elephant!,3,"In the opening scene of BABYLON an elephant on a pick-up empties its bowels over one of its handlers. This, I'm sorry to say, sets the tone for much of what follows. This is a long movie - three hours, much of which is crap.Writer/director Damien Chazelle, who gave us LA LA LAND a few years ago, turns the clock back to the 1920s when ""Hollywoodland"" was transitioning from silent pictures to sound. Brad Pitt and Margot Robbie play two leading actors who flounder during this period of adjustment, cast in a series of tawdry flops. Diego Calva and Jovan Adepo play a Mexican production assistant and a jazz trumpeter whose careers briefly flare. All four stars make the best of their roles despite the chaotic screenplay. Robbie's damaged character, a stock favorite, fueled by addiction to cocaine and gambling, is overdone and risks losing the viewer's sympathy.Orgiastic parties and a weird scene in a mountain torture palace presided over by Tobey Maguire in overdrive bring echoes of historic Babylon and some of the weirder extremes of early Hollywood. And there are many references to SINGING IN THE RAIN, that gem of a film set in the same era as this mash-up - one of the all-time greatest movies. With its messy script, erratic direction and uneven editing, BABYLON is in an altogether different league. I can't think of a picture I've hated as much as this. Sorry!",open scene babylon eleph pick empti bowel one handler sorri say set tone much follow long movi three hour much crap writer director damien chazel gave us la la land year ago turn clock back hollywoodland transit silent pictur sound brad pitt margot robbi play two lead actor flounder period adjust cast seri tawdri flop diego calva jovan adepo play mexican product assist jazz trumpet whose career briefli flare four star make best role despit chaotic screenplay robbi damag charact stock favorit fuel addict cocain gambl overdon risk lose viewer sympathi orgiast parti weird scene mountain tortur palac presid tobey maguir overdr bring echo histor babylon weirder extrem earli hollywood mani refer sing rain gem film set era mash one time greatest movi messi script errat direct uneven edit babylon altogeth differ leagu think pictur hate much sorri
53,Babylon,At least an hour too long.,6,"This film felt like it was written and directed by a high school drama class kid with ADHD. It was exhausting to watch, and it was all over the place with too much filler, too many unnecessary sub-plots, convoluted scenes and dialogue, with horrible editing and scene start and cuts. In the hands of better more experienced filmmaker, this could've very easily been so much better and more enjoyable. Writer and director Damien Chazelle gave us a hack-job screenplay with overzealous and pointlessly outlandish scenes, that are all style with very little substance. The all star stellar cast were all amazing, especially Margot Robbie - who was the only reason I didn't stop watching 40+ mins into this utter disastrous nonsense. The critics got this one right. It's a very generous 6/10 from me, all going to the performances and decent cinematography.",film felt like written direct high school drama class kid adhd exhaust watch place much filler mani unnecessari sub plot convolut scene dialogu horribl edit scene start cut hand better experienc filmmak could easili much better enjoy writer director damien chazel gave us hack job screenplay overzeal pointlessli outlandish scene style littl substanc star stellar cast amaz especi margot robbi reason stop watch min utter disastr nonsens critic got one right gener go perform decent cinematographi
54,Babylon,Overindulgence doesn't make a good movie,4,"So many reviews praise this film for the level of ""debauchery"" shown in it or the devotion the actors gave to said debauchery. But just because you have the willingness to fill your film with an over excess of sex, drugs, violence, and human bodily fluids doesn't mean you have a good film. This movie feels like it goes on forever and has endless character who serve no real purpose to progressing the story. At the core there is a decent plot but it falls apart and some of the scenes feel like they were written by a teenage boy imagining what his ideal ""fantasy"" would play out like. This movie will easily become a cult classic just for how vulgar it is.",mani review prais film level debaucheri shown devot actor gave said debaucheri willing fill film excess sex drug violenc human bodili fluid mean good film movi feel like goe forev endless charact serv real purpos progress stori core decent plot fall apart scene feel like written teenag boy imagin ideal fantasi would play like movi easili becom cult classic vulgar
